id,original_title,release_date,title,vote_average,combination
206487,Predestination,2014-08-28,Predestination,7.3,timetravel ethanhawke sarahsnook noahtaylor michaelspierig michaelspierig Science Fiction Thriller
246741,What We Do in the Shadows,2014-06-19,What We Do in the Shadows,7.4,commune newzealand vampir friendship blood mockumentari zombi werewolf suburb heartbreak fratern  nosferatu jemaineclement taikawaititi jonathanbrugh taikawaititi taikawaititi Comedy Horror
43398,Challenge to Lassie,1949-01-01,Challenge to Lassie,4.0,lassi edmundgwenn donaldcrisp geraldinebrooks richardthorpe richardthorpe Action Family Adventure Drama
239571,The Best of Me,2014-10-16,The Best of Me,7.2,highschoolsweetheart michellemonaghan jamesmarsden lianaliberato michaelhoffman michaelhoffman Drama Romance
245891,John Wick,2014-10-22,John Wick,7.0,hitman russianmafia reveng murder gangster dog retir widow keanureeves michaelnyqvist alfieallen chadstahelski chadstahelski Action Thriller
208869,Plastic,2014-04-30,Plastic,6.1,edspeleers willpoulter alfieallen juliangilbey juliangilbey Drama Action Comedy Crime
205587,The Judge,2014-10-08,The Judge,7.2,fathersonrelationship judg lawyer robertduvall robertdowneyjr. verafarmiga daviddobkin daviddobkin Drama
244268,Love Is Strange,2014-02-07,Love Is Strange,6.4,homosexu independentfilm wed newyorkc johnlithgow alfredmolina marisatomei irasachs irasachs Drama
228150,Fury,2014-10-15,Fury,7.4,worldwarii nazi war nazigermani panzer tank bradpitt shialabeouf loganlerman davidayer davidayer War Drama Action
266285,The Salvation,2014-05-22,The Salvation,6.2,reveng murder mute oil gang shootout train madsmikkelsen evagreen jeffreydeanmorgan kristianlevring kristianlevring Drama Western
239563,St. Vincent,2014-10-09,St. Vincent,7.1,babysitt friendship neighbor divorc childofdivorc billmurray melissamccarthy naomiwatts theodoremelfi theodoremelfi Comedy
289727,The Rewrite,2014-06-15,The Rewrite,5.8,professor teach hughgrant marisatomei bellaheathcote marclawrence marclawrence Romance Comedy
242512,Ouija,2014-10-24,Ouija,4.9,deathofafriend swimmingpool ouija ouijaboard teenag basedongam ghost supernaturalhorror oliviacooke anacoto darenkagasoff stileswhite stileswhite Horror
242582,Nightcrawler,2014-10-23,Nightcrawler,7.6,journal underground tvstation sociopath homeinvas carchas tvnew employeremployeerelationship ethic jakegyllenhaal renerusso rizahmed dangilroy dangilroy Crime Drama Thriller
177572,Big Hero 6,2014-10-24,Big Hero 6,7.8,brotherbrotherrelationship hero talent reveng bestfriend anotherdimens robot boygenius hate aftercreditssting moraldilemma 3d teensuperhero scottadsit ryanpotter danielhenney chriswilliams chriswilliams Adventure Family Animation Action Comedy
49706,維多利亞壹號,2010-04-25,Dream Home,6.5,home homicid protest past splatter josieho easonchan lawrencechou pangho-cheung pangho-cheung Horror
228326,The Book of Life,2014-10-01,The Book of Life,7.3,lovetriangl afterlif diegoluna channingtatum zoesaldana jorger.gutierrez jorger.gutierrez Romance Animation Adventure Comedy Family Fantasy
273271,Time Lapse,2014-05-24,Time Lapse,6.4,gambl futur timetravel gamblingdebt photographi daniellepanabaker matto'leary georgefinn bradleyking bradleyking Thriller Science Fiction
264660,Ex Machina,2015-01-21,Ex Machina,7.6,danc artificialintellig distrust isol technolog manipul friendship decept laboratori robot poweroutag surveillancecamera conscious existenti domhnallgleeson aliciavikander oscarisaac alexgarland alexgarland Drama Science Fiction
116440,Maggie Simpson in The Longest Daycare,2012-07-12,Maggie Simpson in The Longest Daycare,6.8,thesimpson blue daycar toddler butterfli cocoon davidsilverman davidsilverman Animation Comedy
98622,9,2005-04-21,9,7.4,soul fight trap endofworld ragdol short shaneacker shaneacker Animation Science Fiction
14830,Doctor Strange,2007-08-14,Doctor Strange,6.6,tibet marvelcom basedoncom anim mystic brycejohnson paulnakauchi kevinmichaelrichardson patrickarchibald patrickarchibald Action Animation Family Fantasy Science Fiction
86616,The Young Savages,1961-05-24,The Young Savages,5.5,juveniledelinqu burtlancaster dinamerrill edwardandrews johnfrankenheimer johnfrankenheimer Crime Drama
289314,Olive Kitteridge,2014-11-02,Olive Kitteridge,7.6,miniseri womandirector francesmcdormand richardjenkins billmurray lisacholodenko lisacholodenko Drama
87492,Foxcatcher,2014-05-19,Foxcatcher,6.5,biographi wrestl sport basedontruestori stevecarell channingtatum markruffalo bennettmiller bennettmiller Drama Thriller
185567,Zulu,2013-12-04,Zulu,6.7,orlandobloom forestwhitaker conradkemp jérômesalle jérômesalle Crime Drama Thriller
207933,Stonehearst Asylum,2014-09-11,Stonehearst Asylum,6.6,mentalinstitut psychologicalthril doctor basedonshortstori mentalasylum doctorpatientrelationship 19thcenturi katebeckinsale jimsturgess davidthewlis bradanderson bradanderson Thriller
260001,Life Partners,2014-12-05,Life Partners,6.1,sexual roommat chang friend romanc lesbian lawyer relationship womandirector leightonmeester gillianjacobs adambrody susannafogel susannafogel Romance Comedy
256092,Drive Hard,2014-05-26,Drive Hard,3.9,thomasjane johncusack zoeventoura briantrenchard-smith briantrenchard-smith Action Comedy Crime
272692,The Possession of Michael King,2014-08-22,The Possession of Michael King,5.7,shanejohnson daledickey juliemcniven davidjung davidjung Horror
167581,Freier Fall,2013-05-27,Free Fall,7.3,gay comingout policeacademi lgbt hannokoffler maxriemelt katharinaschüttler stephanlacant stephanlacant Drama Romance
205596,The Imitation Game,2014-11-14,The Imitation Game,8.0,gay england worldwarii mathematician biographi cryptographi benedictcumberbatch keiraknightley matthewgoode mortentyldum mortentyldum History Drama Thriller War
171274,Inherent Vice,2014-12-25,Inherent Vice,6.5,basedonnovel 1970s privateinvestig smokingmarijuana losangel 1960s joaquinphoenix joshbrolin owenwilson paulthomasanderson paulthomasanderson Comedy Romance Crime Drama Mystery
131631,The Hunger Games: Mockingjay - Part 1,2014-11-18,The Hunger Games: Mockingjay - Part 1,6.6,resist post-apocalypt dystopia war sequel femaleprotagonist bowandarrow game futurewar revolt classprejudic humansubjug basedonyoungadultnovel jenniferlawrence joshhutcherson liamhemsworth francislawrence francislawrence Science Fiction Adventure Thriller
295315,Sex Ed,2014-11-07,Sex Ed,5.1,haleyjoelosment lorenzaizzo lauraharring isaacfeder isaacfeder Romance Comedy
237791,Hoje Eu Quero Voltar Sozinho,2014-03-28,The Way He Looks,8.1,gay brazil friendship comingofag blind ghilhermelobo fábioaudi selmaegrei danielribeiro danielribeiro Drama Romance
147441,Exodus: Gods and Kings,2014-12-03,Exodus: Gods and Kings,5.6,mose bibl ancientegypt 3d christianbale joeledgerton johnturturro ridleyscott ridleyscott Adventure Drama Action
265195,Relatos salvajes,2014-08-21,Wild Tales,7.7,reveng weddingparti roadrag ricardodarín leonardosbaraglia daríograndinetti damiánszifrón damiánszifrón Drama Thriller Comedy
9742,Werner - Beinhart!,1990-11-29,Werner - Beinhart!,6.2,plumbingsuppli beer rockgang comic-stripartist motorcycl klausbüchner andifeldmann rötgerfeldmann nikilist nikilist Animation Comedy
100042,Dumb and Dumber To,2014-11-12,Dumb and Dumber To,5.4,friendship sequel roadmovi buddycomedi jimcarrey jeffdaniels rachelmelvin bobbyfarrelly bobbyfarrelly Comedy
206821,The Longest Week,2014-09-05,The Longest Week,5.0,"hotel secret love money train apart manhattan,newyorkc evict oliviawilde jasonbateman jennyslate peterglanz peterglanz Comedy Drama"
261037,Miss Meadows,2014-09-12,Miss Meadows,5.1,sheriff gun vigilant murder romanc teacher violenc justic womandirector katieholmes jamesbadgedale callanmulvey karenleighhopkins karenleighhopkins Drama
15741,Dorothy Mills,2008-08-06,Dorothy Mills,6.2,suicid borderlinepersonalitydisord psychiatrist womandirector caricevanhouten jennmurray davidwilmot agnèsmerlet agnèsmerlet Drama Thriller Mystery Horror
114750,Dear White People,2014-10-17,Dear White People,6.2,tessathompson tylerjameswilliams kylegallner justinsimien justinsimien Drama Comedy
266856,The Theory of Everything,2014-11-26,The Theory of Everything,7.8,wifehusbandrelationship biographi physicist basedonmemoirorautobiographi stephenhawk eddieredmayne felicityjones charliecox jamesmarsh jamesmarsh Drama Romance
282848,Doctor Who: The Time of the Doctor,2013-12-25,Doctor Who: The Time of the Doctor,8.4,mattsmith jennacoleman petercapaldi jamespayne jamespayne Drama Science Fiction
254194,Starry Eyes,2014-07-29,Starry Eyes,5.9,desper elit fame hollywood actress mumblegor alexessoe amandafuller noahsegan kevinkolsch kevinkolsch Horror
110416,Song of the Sea,2014-09-06,Song of the Sea,8.1,fairytal lighthous folkmus lighthousekeeper irish swim dog seal irishman folklor brendangleeson fionnulaflanagan davidrawle tommmoore tommmoore Family Animation Fantasy
241771,Beyond the Lights,2014-09-10,Beyond the Lights,7.0,talent success musician womandirector gugumbatha-raw nateparker minniedriver ginaprince-bythewood ginaprince-bythewood Romance Drama
303623,Hello Ladies: The Movie,2014-11-22,Hello Ladies: The Movie,6.4,basedontvseri losangel britonabroad stephenmerchant christinewoods kevinweisman stephenmerchant stephenmerchant Comedy
135397,Jurassic World,2015-06-09,Jurassic World,6.5,monster dna tyrannosaurusrex velociraptor island sequel suspens disast escap dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror chrispratt brycedallashoward irrfankhan colintrevorrow colintrevorrow Action Adventure Science Fiction Thriller
293310,Citizenfour,2014-10-10,Citizenfour,7.9,nationalsecurityagency(nsa) womandirector edwardsnowden glenngreenwald laurapoitras laurapoitras laurapoitras Documentary
227159,Horrible Bosses 2,2014-11-26,Horrible Bosses 2,6.1,prison kidnap sequel carchas sexaddict sextap jasonbateman jasonsudeikis charlieday seananders seananders Comedy
270946,Penguins of Madagascar,2014-11-22,Penguins of Madagascar,6.5,penguin madagascar 3d tommcgrath chrismiller christopherknights ericdarnell ericdarnell Family Animation Adventure Comedy
256917,The Water Diviner,2014-12-25,The Water Diviner,6.8,istanbul australia farmer gallipolicampaign inspiredbytrueev russellcrowe olgakurylenko yılmazerdoğan russellcrowe russellcrowe War Drama
294254,Maze Runner: The Scorch Trials,2015-09-09,Maze Runner: The Scorch Trials,6.5,basedonnovel resist maze post-apocalypt dystopia infect ontherun escap zombi storm diseas desert sewer antidot corpor virus runner cityruin dylano'brien kayascodelario thomasbrodie-sangster wesball wesball Action
244458,The Voices,2014-01-19,The Voices,6.2,violenc psychiatrist dark evil womandirector ryanreynolds gemmaarterton annakendrick marjanesatrapi marjanesatrapi Comedy Crime Horror Thriller
303742,Trailer Park Boys: Live at the North Pole,2014-11-15,Trailer Park Boys: Live at the North Pole,7.6,johnpaultremblay mikesmith robbwells nan nan
297596,Dying of the Light,2014-12-04,Dying of the Light,4.5,cia retir espionag terror nicolascage antonyelchin alexanderkarim paulschrader paulschrader Thriller Drama
207774,The Borderlands,2013-08-24,The Borderlands,5.1,suicid miracl pagan church foundfootag catholicpriest folkhorror robinhill gordonkennedy aidanmcardle elliotgoldner elliotgoldner Horror
270005,By the Gun,2014-09-28,By the Gun,4.6,italian boston mafia gang mobster violenc leightonmeester benbarnes tobyjones jamesmottern jamesmottern Crime Drama Thriller
17792,Omen IV: The Awakening,1991-05-19,Omen IV: The Awakening,4.6,fayegrant michaelwoods michaellerner jorgemontesi jorgemontesi Fantasy Horror Mystery
245916,Kill the Messenger,2014-10-09,Kill the Messenger,6.6,biographi jeremyrenner maryelizabethwinstead michaelsheen michaelcuesta michaelcuesta Thriller Crime Drama Mystery
158483,めいとこねこバス,2002-01-01,Mei and the Kittenbus,7.3,fli cat busrid girl bustrip short hayaomiyazaki chikasakamoto hayaomiyazaki hayaomiyazaki Adventure Animation Fantasy
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,The Hobbit: The Battle of the Five Armies,7.1,corrupt elv dwarv orc middle-earth(tolkien) hobbit dragon battl unlikelyfriendship swordandsorceri martinfreeman ianmckellen richardarmitage peterjackson peterjackson Action Adventure Fantasy
273895,Selma,2014-12-25,Selma,7.4,alabama martinlutherk presid blackamerican civilright womandirector davidoyelowo tomwilkinson carmenejogo avaduvernay avaduvernay History Drama
227306,Unbroken,2014-12-25,Unbroken,7.3,worldwarii prisonersofwar biographi sport war athlet womandirector jacko'connell domhnallgleeson garretthedlund angelinajolie angelinajolie Drama War
277547,Playing It Cool,2014-09-26,Playing It Cool,5.6,screenwrit love friend romanc lie engag chrisevans michellemonaghan aubreyplaza justinreardon justinreardon Comedy Romance
252171,A Girl Walks Home Alone at Night,2014-01-19,A Girl Walks Home Alone at Night,6.9,vampir femalevampir iranian womandirector sheilavand arashmarandi marshallmanesh analilyamirpour analilyamirpour Horror Romance
34505,Bill Hicks: Relentless,1992-01-01,Bill Hicks: Relentless,8.7,comedian stand-upcomedi cultcomedi observationalcomedi livecomedi darkcomedi billhicks chrisbould chrisbould Comedy
241239,A Most Violent Year,2014-12-30,A Most Violent Year,6.5,corrupt capit winter americandream immigr businesseth truck oil lawyer newyorkc loanshark tunnel 1980s husbandwiferelationship oscarisaac jessicachastain albertbrooks j.c.chandor j.c.chandor Crime Drama Thriller
228970,Wild,2014-12-05,Wild,7.0,adventur biographi hike basedontruestori travel reesewitherspoon lauradern thomassadoski jean-marcvallée jean-marcvallée Drama
284296,Top Five,2014-12-12,Top Five,6.3,comedian interview report moviestar fiancéfiancéerelationship chrisrock rosariodawson j.b.smoove chrisrock chrisrock Drama Comedy
87093,Big Eyes,2014-12-24,Big Eyes,6.8,wifehusbandrelationship artist courtcas amyadams christophwaltz krystenritter timburton timburton Drama
224141,Into the Woods,2014-12-25,Into the Woods,5.6,witch cinderella princ fairytal music princess basedonplayormus sondheim curs duringcreditssting redridinghood merylstreep emilyblunt jamescorden robmarshall robmarshall Fantasy Comedy Music
243684,"Men, Women & Children",2014-10-17,"Men, Women & Children",6.4,highschool teenag overprotectivepar pressur rosemariedewitt jennifergarner judygreer jasonreitman jasonreitman Drama Comedy
228967,The Interview,2014-12-25,The Interview,6.1,cia coupd'etat northkorea assassinationattempt jamesfranco sethrogen lizzycaplan sethrogen sethrogen Action Comedy
207703,Kingsman: The Secret Service,2015-01-29,Kingsman: The Secret Service,7.6,spi greatbritain secretorgan secretag marvelcom basedoncom unitedkingdom duringcreditssting colinfirth samuell.jackson markstrong matthewvaughn matthewvaughn Crime Comedy Action Adventure
181533,Night at the Museum: Secret of the Tomb,2014-12-17,Night at the Museum: Secret of the Tomb,6.1,nightwatchman museum naturalhistori histori smithsonian benstiller ramimalek rebelwilson shawnlevy shawnlevy Adventure Comedy Fantasy Family
68737,Seventh Son,2014-12-12,Seventh Son,5.2,magic chosenon darkfantasi witchhunt evilwitch basedonyoungadultnovel swordandsorceri jeffbridges juliannemoore benbarnes sergeibodrov sergeibodrov Adventure Fantasy
276908,Comet,2014-12-05,Comet,6.8,romanc nonlineartimelin meteorshow justinlong emmyrossum kaylaservi samesmail samesmail Science Fiction Comedy Drama Romance
198184,Chappie,2015-03-04,Chappie,6.6,artificialintellig android robot nearfutur robotcop sharltocopley devpatel ninja neillblomkamp neillblomkamp Crime Action Science Fiction
260346,Taken 3,2014-12-16,Taken 3,6.1,reveng murder ontherun fugit frame fatherdaughterrelationship framedformurd liamneeson forestwhitaker maggiegrace oliviermegaton oliviermegaton Thriller Action
201088,Blackhat,2015-01-13,Blackhat,5.1,terrorist technolog antihero hacker computervirus nationalsecurityagency(nsa) raceagainsttim comput malaysia nuclearpowerpl suspens betray conspiraci ontherun fugit shootout hack terror catandmous oneagainstmani computerhack noopeningcredit terroristplot stockexchang cyberterror chrishemsworth leehomwang tangwei michaelmann michaelmann Crime Drama Mystery
294652,Son of a Gun,2014-10-16,Son of a Gun,6.1,prison robberi gold boat mine motel chase australia murder heist carchas doublecross prisonbreak perth ewanmcgregor brentonthwaites aliciavikander juliusavery juliusavery Action Crime Drama Thriller
87101,Terminator Genisys,2015-06-23,Terminator Genisys,5.8,savingtheworld artificialintellig cyborg killerrobot futur timetravel dystopia sequel duringcreditssting 3d arnoldschwarzenegger jasonclarke emiliaclarke alantaylor alantaylor Science Fiction Action Thriller Adventure
26621,Robin Williams: Weapons of Self Destruction,2009-12-06,Robin Williams: Weapons of Self Destruction,7.5,robinwilliams martycallner martycallner Comedy
149362,The War at Home,1979-01-01,The War at Home,8.0,nan nan
4226,Shriek If You Know What I Did Last Friday the Thirteenth,2000-10-17,Shriek If You Know What I Did Last Friday the Thirteenth,4.8,parodi murder student slasher scream univers aimeegraham chrispalermo kimgreist johnblanchard johnblanchard Comedy
24655,The Car,1977-05-12,The Car,6.2,smalltown supernatur suspens desert jamesbrolin kathleenlloyd johnmarley elliotsilverstein elliotsilverstein Horror Mystery
256876,Red Army,2014-08-13,Red Army,7.3,biographi sport icehockey vyacheslavfetisov vladimirpozner vladimirkrutov gabepolsky gabepolsky Documentary History
270303,It Follows,2015-02-04,It Follows,6.6,chase supernatur friend vision school youngadult follow maikamonroe keirgilchrist danielzovatto davidrobertmitchell davidrobertmitchell Horror Thriller
3539,Kammerflimmern,2004-09-11,Off Beat,6.5,cologn pregnantminor ambulanceman matthiasschweighöfer jessicaschwarz florianlukas hendrikhölzemann hendrikhölzemann Drama
262176,The Great Gatsby,1926-11-21,The Great Gatsby,0.0,tragiclov warnerbaxter loiswilson neilhamilton herbertbrenon herbertbrenon Drama
256740,Wicked Blood,2014-03-04,Wicked Blood,5.3,abigailbreslin jamespurefoy seanbean markyoung markyoung Action Drama Thriller
76341,Mad Max: Fury Road,2015-05-13,Mad Max: Fury Road,7.3,futur chase post-apocalypt dystopia australia rescu surviv ontherun convoy tomhardy charlizetheron nicholashoult georgemiller georgemiller Action Adventure Science Fiction Thriller
140607,Star Wars: The Force Awakens,2015-12-15,Star Wars: The Force Awakens,7.5,android spaceship jedi imax spaceopera 3d daisyridley johnboyega adamdriver j.j.abrams j.j.abrams Action Adventure Science Fiction Fantasy
271969,Ben-Hur,2016-08-17,Ben-Hur,5.3,ancientrom betray vengeanc jackhuston tobykebbell rodrigosantoro timurbekmambetov timurbekmambetov Adventure Drama Action
68735,Warcraft,2016-05-25,Warcraft,6.3,videogam elv orc magic chase basedoncom sorcer fictionalwar basedonvideogam wizard swordandsorceri paulapatton travisfimmel benfoster duncanjones duncanjones Action Adventure Fantasy
99861,Avengers: Age of Ultron,2015-04-22,Avengers: Age of Ultron,7.3,marvelcom sequel superhero basedoncom vision superheroteam duringcreditssting marvelcinematicunivers 3d robertdowneyjr. chrishemsworth markruffalo josswhedon josswhedon Action Adventure Science Fiction
102899,Ant-Man,2015-07-14,Ant-Man,7.0,marvelcom superhero basedoncom aftercreditssting duringcreditssting marvelcinematicunivers 3d paulrudd michaeldouglas evangelinelilly peytonreed peytonreed Science Fiction Action Adventure
166424,Fantastic Four,2015-08-05,Fantastic Four,4.4,teleport transform telekinesi portal marvelcom superhero basedoncom superheroteam fantasticfour bodyhorror milesteller katemara michaelb.jordan joshtrank joshtrank Action Adventure Science Fiction
293660,Deadpool,2016-02-09,Deadpool,7.4,antihero mercenari marvelcom superhero basedoncom breakingthefourthwal aftercreditssting duringcreditssting ryanreynolds morenabaccarin edskrein timmiller timmiller Action Adventure Comedy
271110,Captain America: Civil War,2016-04-27,Captain America: Civil War,7.1,civilwar war marvelcom sequel superhero basedoncom imax aftercreditssting duringcreditssting marvelcinematicunivers 3d chrisevans robertdowneyjr. scarlettjohansson anthonyrusso anthonyrusso Adventure Action Science Fiction
246655,X-Men: Apocalypse,2016-05-18,X-Men: Apocalypse,6.4,mutant supernaturalpow marvelcom superhero basedoncom superhuman apocalyps superheroteam worlddomin aftercreditssting 1980s jamesmcavoy michaelfassbender jenniferlawrence bryansinger bryansinger Science Fiction
268171,Elsa & Fred,2014-03-07,Elsa & Fred,6.2,widow shirleymaclaine christopherplummer chrisnoth michaelradford michaelradford Comedy Family Romance
53575,The Passionate Plumber,1932-02-06,The Passionate Plumber,0.0,duel busterkeaton jimmydurante irenepurcell edwardsedgwick edwardsedgwick Comedy
47925,The Story on Page One,1959-12-01,The Story on Page One,0.0,lawyer trial widow courtroom ritahayworth anthonyfranciosa gigyoung cliffordodets cliffordodets Drama
284276,Cake,2014-09-07,Cake,6.2,suicid supportgroup depress widow griev jenniferaniston annakendrick williamh.macy danielbarnz danielbarnz Drama
284536,The Gambler,2014-12-25,The Gambler,5.7,gambl gun professor beat gambler loanshark markwahlberg johngoodman brielarson rupertwyatt rupertwyatt Thriller Crime Drama
216015,Fifty Shades of Grey,2015-02-11,Fifty Shades of Grey,5.2,basedonnovel pervers spank billionair bdsm womandirector dakotajohnson jamiedornan jenniferehle samtaylor-johnson samtaylor-johnson Drama Romance Thriller
81294,Rudolph the Red-Nosed Reindeer,1948-01-01,Rudolph the Red-Nosed Reindeer,6.8,santaclaus snowstorm christmastre reindeer christmasev northpol blizzard christma short paulwing maxfleischer maxfleischer Animation Family Fantasy Music
250066,American Heist,2014-09-11,American Heist,4.3,brotherbrotherrelationship robberi bank haydenchristensen adrienbrody jordanabrewster sarikandreasyan sarikandreasyan Action
189197,The Pacific,2010-03-15,The Pacific,7.9,worldwarii miniseri jamesbadgedale josephmazzello jonseda grahamyost grahamyost Action Adventure Drama History War
272693,The DUFF,2015-02-20,The DUFF,6.8,highschool teenag popular highschoolstud teencomedi duringcreditssting girlnextdoor basedonyoungadultnovel maewhitman robbieamell bellathorne arisandel arisandel Romance Comedy
20875,Операция «Ы» и другие приключения Шурика,1965-07-23,Operation Y and Other Shurik's Adventures,7.5,fight exam student aleksandrdemyanenko mikhailpugovkin alekseismirnov leonidgayday leonidgayday Comedy
227719,Project Almanac,2015-01-29,Project Almanac,6.4,timetravel timemachin teenag foundfootag jonnyweston virginiagardner sofiablack-d'elia deanisraelite deanisraelite Science Fiction Thriller
321594,Louis C.K.: Live at The Comedy Store,2015-01-27,Louis C.K.: Live at The Comedy Store,7.4,stand-upcomedi louisc.k. louisc.k. louisc.k. Comedy
167073,Brooklyn,2015-10-20,Brooklyn,7.2,lovetriangl basedonnovel homesick vorort ship communiti marriag workingclass boardinghous ireland brooklynnewyorkc journey 1950s saoirseronan domhnallgleeson emorycohen johncrowley johncrowley Drama Romance
249688,The End of the Tour,2015-07-31,The End of the Tour,7.3,jasonsegel jesseeisenberg annachlumsky jamesponsoldt jamesponsoldt Drama
310121,I'll See You in My Dreams,2015-05-15,I'll See You in My Dreams,6.3,widow friendship blythedanner junesquibb rheaperlman bretthaley bretthaley Drama Comedy
245706,True Story,2015-04-17,True Story,6.2,prison journalist prison prisonvisit basedontrueev jonahhill jamesfranco felicityjones rupertgoold rupertgoold Crime Drama Mystery
319070,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,2015-01-25,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,6.8,johnbelushi johncandy chevychase douglastirola douglastirola History Comedy Documentary
318224,Going Clear: Scientology and the Prison of Belief,2015-01-25,Going Clear: Scientology and the Prison of Belief,7.7,cult scientolog paulhaggis jasonbeghe alexgibney alexgibney alexgibney Documentary
318225,Tig,2015-04-23,Tig,7.3,womandirector tignotaro stephanieallynne zachgalifianakis kristinagoolsby kristinagoolsby Documentary
318044,"What Happened, Miss Simone?",2015-01-22,"What Happened, Miss Simone?",7.7,voic childprodigi singer racism civilright bluesmus womandirector milesdavi ninasimone lisasimonekelly dickgregory lizgarbus lizgarbus Documentary Music
283235,99 Homes,2014-10-09,99 Homes,6.8,florida motel financ singlefath mothersonrelationship realestateag evict financialcrisi foreclosur realest mortgag constructionwork andrewgarfield lauradern michaelshannon raminbahrani raminbahrani Drama
308638,The D Train,2015-05-08,The D Train,4.5,highschoolreunion jackblack jamesmarsden kathrynhahn andrewmogel andrewmogel Drama Comedy
308639,Dope,2015-06-19,Dope,7.2,california hip-hop harvardunivers geek comingofag teenag drug highschoolstud shameikmoore kierseyclemons tonyrevolori rickfamuyiwa rickfamuyiwa Crime Drama Comedy
308369,Me and Earl and the Dying Girl,2015-06-12,Me and Earl and the Dying Girl,7.7,tattoo highschool leukemia friend parodi cancer comingofag teenag teenageboy highschoolstud basedonyoungadultnovel thomasmann rjcyler oliviacooke alfonsogomez-rejon alfonsogomez-rejon Comedy Drama
308024,The Overnight,2015-06-19,The Overnight,6.1,adamscott taylorschilling jasonschwartzman patrickbrice patrickbrice Mystery Comedy
308027,"People, Places, Things",2015-08-14,"People, Places, Things",6.8,jemaineclement reginahall stephanieallynne jimstrouse jimstrouse Comedy
308032,The Stanford Prison Experiment,2015-07-17,The Stanford Prison Experiment,6.8,billycrudup ezramiller michaelangarano kylepatrickalvarez kylepatrickalvarez Thriller Drama
72784,The Loft,2014-10-14,The Loft,6.4,malefriendship murder suspens loveaffair apart extramaritalaffair murdermysteri karlurban jamesmarsden wentworthmiller erikvanlooy erikvanlooy Thriller
54325,Back Soon,2007-06-03,Back Soon,4.1,windhambeacham matthewmontgomery windhambeacham robwilliams robwilliams Drama Comedy Romance Foreign
43513,Stormy Weather,1943-07-21,Stormy Weather,6.9,dancer jazz music tapdanc singer lenahorne billrobinson katherinedunhamandhertroupe andrewl.stone andrewl.stone Music
273248,The Hateful Eight,2015-12-25,The Hateful Eight,7.6,bountyhunt wyom mountain narrat stagecoach blizzard samuell.jackson kurtrussell jenniferjasonleigh quentintarantino quentintarantino Crime Drama Mystery Western
286565,Paper Towns,2015-06-18,Paper Towns,6.1,friendship highschool teenag classmat basedonyoungadultnovel natwolff caradelevingne justicesmith jakeschreier jakeschreier Drama Mystery Romance
252838,The Wedding Ringer,2015-01-16,The Wedding Ringer,6.5,malefriendship wed lie kevinhart joshgad kaleycuoco jeremygarelick jeremygarelick Comedy
241251,The Boy Next Door,2015-01-23,The Boy Next Door,4.1,malenud femalenud sex adulteri infidel obsess blackmail villain hiddencamera blinddat deathofafriend insan highschool stalker sociopath unrequitedlov neighbor unfaith losangel princip caraccid violenc sexscen extramaritalaffair tiedup carexplos highschoolteach fatalattract mothersonrelationship olderwomanyoungermanrelationship criticallybash lossoffriend womaninjeopardi cryingwoman damselindistress eroticthril jenniferlopez ryanguzman iannelson robcohen robcohen Thriller
311291,45 Years,2015-08-28,45 Years,6.3,danc brokenengag wifehusbandrelationship secret marriag promis numberintitl pregnanc germanshepherd jewelrystor basedonshortstori deadlov apolog oldwoman anniversari piano charlotterampling tomcourtenay dollywells andrewhaigh andrewhaigh Drama
311301,Als wir träumten,2015-02-10,As We Were Dreaming,7.2,merlinrose juliusnitschkoff joelbasman andreasdresen andreasdresen Drama
320007,Victoria,2015-06-11,Victoria,7.9,berlin longtak bulletwound bankrobberi laiacosta fredericklau franzrogowski sebastianschipper sebastianschipper Drama Romance Thriller
21585,Robin Williams: An Evening with Robin Williams,1982-01-01,Robin Williams: An Evening with Robin Williams,7.0,robinwilliams donmischer donmischer Comedy
170750,Getting Go: The Go Doc Project,2013-03-04,Getting Go: The Go Doc Project,6.5,lgbt tannercohen matthewcamp ramónolmostorres coryjameskrueckeberg coryjameskrueckeberg Drama
42590,I Clowns,1970-08-30,The Clowns,6.4,anarchiccomedi federicofellini anitaekberg anniefratellini federicofellini federicofellini Drama Comedy Science Fiction Fantasy
325358,Superfast!,2015-03-05,Superfast!,4.5,spoof automobilerac alexashbaugh dalepavinkski lilimirojnick jasonfriedberg jasonfriedberg Action Comedy
179150,Réalité,2014-08-28,Reality,7.0,alainchabat jonathanlambert élodiebouchez quentindupieux quentindupieux Comedy
256591,Focus,2015-02-25,Focus,6.7,seduct conman femmefatal decept rivalri conartist willsmith margotrobbie rodrigosantoro glennficarra glennficarra Romance Comedy Crime Drama
246127,Every Thing Will Be Fine,2015-04-02,Every Thing Will Be Fine,5.3,jamesfranco rachelmcadams charlottegainsbourg wimwenders wimwenders Drama
268238,The Second Best Exotic Marigold Hotel,2015-02-26,The Second Best Exotic Marigold Hotel,6.3,india retirementhom devpatel judidench richardgere johnmadden johnmadden Drama Comedy
13643,George Carlin: It's Bad for Ya!,2008-03-01,George Carlin: It's Bad for Ya!,8.1,stand-upcomedi georgecarlin roccourbisci roccourbisci Comedy
